ID;Code;Libellé;Stock.site;PVHT;PAHTBRUT;Fournisseur_id;Catégories
5030;3660124017789;passe fil;2.000;3.42;2.05;22;28
5031;3660124313768;passe mouche rapide;;16.58;9.45;22;28
5032;3660124326058;passe mouche tho-to fin;;8.25;4.95;22;28
5033;3660124360984;patin antie vibration;;5.75;3.28;22;28
5034;10006290;pearl scudback;6.000;1.29;0.55;130;17
5035;3660124291448;peau de lievre;;3;1.66;22;17
5036;3660124354044;peinture glass nymphe jaune;;5.33;3.04;22;17
5037;3660124354013;peinture glass nymphe rouge sang;;5.33;3.04;22;17
5038;3660124386526;perdifil argent;2.000;3.83;2.18;22;17
5039;3660124386533;perdifil bronze;;3.83;2.18;22;17
5040;3660124386557;perdifil cuivre;2.000;3.83;2.18;22;17
5041;3660124386564;perdifil lilas;;3.83;2.18;22;17
5042;3660124386571;perdifil noir;2.000;3.83;2.18;22;17
5043;3660124386588;perdifil perle;2.000;3.83;2.18;22;17
5044;3660124386595;perdifil rouge;2.000;3.83;2.18;22;17
5045;3660124386601;perdifil vert mer;1.000;3.83;2.18;22;17
5046;10007075;perdigones pearl body;41.000;1.5;0.5;130;17
5047;3700087107933;perdrix;;1.75;0.94;84;17
5048;10005958;perdrix grise;;2.79;1.23;127;17
5049;3660124004307;perdrix grise;1.000;3.75;2.25;22;17
5050;3700087115723;perle tungstene argent 2.5;;3.67;1.98;84;17
5051;3700087115730;perle tungstene argent 3;;4.33;2.34;84;17
5052;3700087115747;perle tungstene argent 3.5;;4.33;2.34;84;17
5053;10007457;pheasant tail naturel;;1.5;0.59;130;17
5054;3700087106851;piece de poils de lievres;;2.71;1.46;84;17
5055;3660124314277;pince a billes;1.000;12.5;7.13;22;17
5056;3660124018618;pince amadou;2.000;16.58;9.95;22;17
5057;3660124362445;pince amadou 3 en 1;1.000;24.92;14.2;22;28
5058;3660124362452;PINCE AMADOU TAILLE xl;;24.92;14.2;22;28
5059;3660124317032;pince ardillon eco;;5.75;3.28;22;28
5060;3660124334718;pince clips release;1.000;24.92;14.2;22;28
5061;3700087117338;pince ecrase ardillon forceps;1.000;14.08;7.28;84;28
5062;3660124017390;pince hackle english large;1.000;2.5;1.5;22;17
5063;3660124038814;pince hackle mini rotative;2.000;4.5;2.57;22;17
5064;3660124017413;pince hackle standard large;;2.5;2.71;22;17
5065;3660124295606;pince jmc ardillon large;;16.58;9.45;22;28
5066;3660124295699;pince nettoie soie;;4.92;2.8;22;28
5067;8028651017019;pince pour dubbing taille 1;;11.25;6.23;32;17
5068;10007310;plaque amadou;;6.25;3.4;127;28
5069;3660124366061;plioir bas de ligne tkr;;8.25;4.7;;
5070;3700087107810;plume de flanc de canard jaune;2.000;1.58;0.85;84;17
5071;3700087107803;plume flanc de canard gris;;1.58;0.85;84;17
5072;3700087107797;plume grousse;;1.58;0.85;84;17
5073;3700087107919;plumes flanc de canne + poitrail;;1.58;0.85;84;17
5074;3700087114030;plumes streamer grizzly rouge;2.000;3.17;1.7;84;17
5075;3700087113996;plumes streamers grizzly jaune;1.000;3.17;1.7;84;17
5076;3700087114023;plumes streamers grizzly orange;2.000;3.17;1.7;84;17
5077;3660124387899;pochette telephone etanche flot;1.000;16.58;9.45;22;28
5078;10007990;pocketfly 250 4 faces 8 rangs;1.000;18.33;9.35;127;19
5079;10008010;pocketfly 260 4 faces 10 rangs;1.000;18.33;9.35;127;19
5080;10008003;pocketfly 270 4 faces nymphes;2.000;18.33;9.35;127;19
5081;10007273;pocketfly 360 xtra fine;4.000;7.42;3.65;127;19
5082;10008607;pocketfly phf 470;3.000;20.42;12.02;127;19
5083;3660124018540;poix mdc petit modele;1.000;6.17;3.47;22;17
5084;3660124387004;polycelon 1.5mm blanc;1.000;2.75;1.57;22;17
5085;3660124387011;polycelon 1.5mm jaune;2.000;2.75;1.57;22;17
5086;3660124387066;polycelon 1.5mm march brown;2.000;2.75;1.57;22;17
5087;3660124386991;polycelon 1.5mm noir;1.000;2.75;1.57;22;17
5088;3660124387035;polycelon 1.5mm orange fluo;2.000;2.75;1.57;22;17
5089;3660124387028;polycelon 1.5mm rouge;1.000;2.75;1.57;22;17
5090;3660124387042;polycelon 1.5mm vert;2.000;2.75;1.57;22;17
5091;10008232;polycelon set;9.000;1.67;0.7;130;17
5092;3660124021496;polyfloss mdc rose fluo;;3;1.71;22;17
5093;3660124035318;polyleader 1m50 extra plongeant;;9.54;5.42;;
5094;3660124035301;polyleader tres plongeant 1m50;;9.54;5.42;;
5095;3660124310804;polypropylene mdc blanc;3.000;4.08;2.33;22;17
5096;3660124310880;polypropylene mdc rouge;;4.08;2.33;22;17
5097;10007884;popper;;5.67;3.4;;
5098;3660124338068;porte bas de ligne;;3.25;1.85;22;28
5099;3660124324702;porte bas de ligne cristal jmc;2.000;3.25;1.85;22;28
5100;3660124349934;porte bobine bomber ceramique s;2.000;12.42;7.08;N/A;17
5101;3660124295972;porte bobine ceramique fin;;12.5;7.13;22;17
5102;3700087107414;porte bobine classique circulaire;;3.46;1.46;84;17
5103;3660124017369;porte bobine flair;;3.58;2.15;22;17
5104;3660124328380;porte bobine perle ceramique;;10.75;6.45;22;17
5105;10007303;porte bobine TBY400;3.000;8.25;4.32;127;17
5106;3660124017352;porte bobine thumb;;3.75;2.14;22;17
5107;3700087112456;porte bobine titanium;;8.54;4.57;84;17
5108;3660124289780;porte bottes chaussures waders;;8.25;4.7;22;28
5109;3660124379993;porte flacon alu;1.000;16.58;9.45;22;28
5110;3660124326744;porte flacon jmc;1.000;8.25;4.7;22;28
5111;10007914;porte mouche;2.000;17.5;10.5;133;28
5112;3700087107773;portefeuille cuir/mousse;1.000;13.75;7.37;84;28
5113;3660124387110;portefeuille mouche;;8.25;4.7;22;28
5114;3660124299987;protect doigt strip;;5.25;2.84;22;28
5115;3660124359483;queu de rat zebree fluo 3.60m 16/100;;7.83;4.47;22;17
5116;10005651;queue de faisan naturel;;2.79;1.22;127;17
5117;3660124003065;queue de faisan naturel;1.000;2.42;1.43;22;17
5118;3700087107971;queue de faisan naturel;;2.17;1.13;84;17
5119;3660124003096;queue de faisan naturel teint noir;;2.75;1.62;22;17
5120;3700087107995;queue de faisan noir;4.000;2.58;1.36;84;17
5121;3660124003072;queue de faisan olive;;2.83;1.62;22;17
5122;3700087108008;queue de faisan olive;;2.58;1.36;84;17
5123;3660124003089;queue de faisan rouge;;2.83;1.62;22;17
5124;3700087108015;queue de faisan rouge;3.000;2.58;1.36;84;17
5125;3660124331755;queue de rat 3.60 20/100;;3.92;2.23;22;21
5126;3660124331687;queue de rat jmc 2.75m 20/100;2.000;3.92;2.23;22;21
5127;3660124338501;queue de rat kamoufil 2.8m 14/100;;6.08;3.65;22;21
5128;3660124338518;queue de rat kamoufil 2.8m 16/100;;6.08;3.65;22;21
5129;3660124359476;queue de rat zebrée fluo 3.60m 14/100;;7.83;2.35;22;21
5130;4044641122529;quick shadow fly la 3/4;;68.25;28.6;;
5131;3660124358400;quill bob golden olive;1.000;4.17;2.38;22;17
5132;3660124358417;quill bob jmc roux;2.000;4.17;2.37;22;17
5133;3660124358363;quill bob mdc beige;2.000;4.17;2.37;22;17
5134;3660124358349;quill bob mdc jaune;2.000;4.17;2.37;22;17
5135;3660124358394;quill bob mdc marron;2.000;4.17;2.37;22;17
5136;3660124358370;quill bob mdc orange;2.000;4.17;2.37;22;17
5137;3660124358424;quill bob mdc rouge;1.000;4.17;2.37;22;17
5138;3660124004178;quill daile de dinde olive;1.000;3.75;2.14;22;17
5139;3660124004185;quill daile de dinde olive clair;1.000;3.75;2.14;22;17
5140;3660124004192;quill daile de dinde roux;1.000;3.75;2.14;22;17
5141;3660124004154;quill daile de dinde tilleul;1.000;3.75;2.14;22;17
5142;3660124005144;quill doeil de paon ebarbé naturel;1.000;3.75;2.14;22;17
5143;3660124354839;quill doeil de paon ebarbé orange;1.000;3.75;2.14;22;17
5144;3660124005151;quill doeil de paon ebarbé rouge;;3.75;2.14;22;17
5145;10006047;quill de paon ebarbes blue;;3.54;1.85;128;17
5146;10006078;quill de paon ebarbes jaune;1.000;3.54;1.85;128;17
5147;10006054;quill de paon ebarbes natural;9.000;3.54;1.85;128;17
5148;10006030;quill de paon ebarbes olive;10.000;3.54;1.85;128;17
5149;10006085;quill de paon ebarbes rose;;3.54;1.85;128;17
5150;10006061;quill de paon ebarbes rouge;;3.54;1.85;128;17
5151;3660124006226;rabbit strip assortiment;;7.5;4.28;22;17
5152;3660124006103;rabbit strip blanc;3.000;3.33;1.9;22;17
5153;3660124006127;rabbit strip chartreuse;3.000;3.33;1.9;22;17
5154;3660124037084;rabbit strip lateral peche;1.000;4.58;2.62;22;17
5155;3660124035486;rabbit strip magnum noir;;4.17;2.38;22;17
5156;3660124035547;rabbit strip magnum olive;;4.17;2.38;22;17
5157;3660124035530;rabbit strip magnum orange;;4.17;2.38;22;17
5158;3660124006097;rabbit strip noir;;3.33;1.9;22;17
5159;3660124006189;rabbit strip olive;2.000;3.33;1.9;22;17
5160;3660124006165;rabbit strip orange;2.000;3.33;1.9;22;17
5161;10007938;rabbit strip xlarge blanc;4.000;3.58;1.83;127;17
5162;10005859;rabbit strips blanc;2.000;3.54;1.61;127;17
5163;10005873;rabbit strips fluo orange;2.000;3.54;1.61;127;17
5164;10005842;rabbit strips noir;;3.54;1.61;127;17
5165;10005866;rabbit strips olive;;3.54;1.61;127;17
5166;10007969;rabbit strips xlarge fluo chartreuse;3.000;3.58;1.83;127;17
5167;10007945;rabbit strips xlarge noir 5;3.000;3.58;1.83;127;17
5168;10007952;rabbit strips xlarge rouge;5.000;3.58;1.83;127;17
5169;3660124387356;raquette jmc bois large rubber;;32.5;18.52;22;13,58
5170;3660124360557;raquette jmc x 60;;24.17;13.78;22;13,58
5171;3660124360519;raquette jmc X50;;22.5;12.83;22;13,58
5172;3660124381743;raquette jmc Z50;;25;14.25;22;13,58
5173;3660124381767;raquette jmc Z60;;26.67;15.2;22;13,58
5174;3660124334398;raquette reservoir jmc;;24.17;13.78;22;13,58
5175;10003718;redresseur bas de ligne;;2.75;1.48;107;28
5176;10006634;resine uv fine;;15.75;9.42;132;17
5177;3660124363350;resine uv fine loon;1.000;41.58;23.71;22;17
5178;10006832;ritm 80 mrt toc evolut toc;;66.58;50.4;134;53
5179;10006825;ritma 72 d noir;;33.25;25.2;134;53
5180;3660124371539;sac a appats isotherme skaw;;10.75;6.45;22;56
5181;3660124334152;sac voyageur 200;;65.83;31.6;22;28
5182;3660124363237;sac waders jmc premium;1.000;12.42;7.45;22;24,45
5183;3660124002785;sarcelle;;3.75;2.25;22;17
5184;3700087107964;sarcelle jaune;1.000;1.75;0.94;84;17
5185;3700087107940;sarcelle naturel;;1.75;0.94;84;17
5186;3700087107957;sarcelle olive;3.000;1.75;0.94;84;17
5187;3660124311665;sculpin stream blanc;;3.08;1.76;22;17
5188;3660124311795;sculpin stream jaune;;3.08;1.76;22;17
5189;3660124311771;sculpin stream orange;;3.08;1.76;22;17
5190;3660124311856;sculpin stream rouge;;3.08;1.76;22;17
5191;10005323;seat box + cousin + bretelle;1.000;41.58;23.85;;
5192;3660124361097;selection chevesne/ablette;;10;6;;
5193;3660124340252;selection cul de canard;;10;6;;
5194;3660124340269;selection eaux rapides;;10;6;;
5195;3660124340276;selection emergentes;1.000;10;6;;
5196;3660124361080;selection jmc boobies;;10;6;;
5197;3660124361103;selection jmc noyees;1.000;10;6;;
5198;3660124340290;selection jmc nymphes;;10;6;;
5199;3660124340344;selection jmc sedges caddis;1.000;10;6;;
5200;3660124340351;selection jmc streamers;;10;6;;
5201;3660124340283;selection mouches de mai;;10;6;;
5202;3660124345226;selection nymphes tungstene;;10;6;;
5203;3660124340313;selection palmers;;10;6;;
5204;3660124340320;selection parachutes;1.000;10;6;;
5205;3660124340337;selection seches;1.000;10;6;;
5206;28632718568;semelle feutre cloux T11 44;;33.25;17.29;136;24,45
5207;28632741092;semelle feutre t10 43;2.000;33.25;17.29;136;24,45
5208;28632718520;semelle feutre T11 44;1.000;33.25;17.29;136;24,45
5209;28632741085;semelle feutre t8 41;1.000;33.25;17.29;136;24,45
5210;28632718513;semelle feutre t9 42;1.000;33.25;17.29;136;24,45
5211;28632718483;semelle wadetech cloux T11 44;1.000;33.25;17.29;136;24,45
5212;3660393249409;set mouche daiwa 9 5;;49.92;21;;
5213;43388345578;sigma 5/6;;29.08;13.48;;
5214;43388345561;sigma fly 3/4;;29.08;15.13;;
5215;43388315229;sigma fly 6/7;;39.08;20.33;;
5216;43388335470;sigma line cutter large;;4.92;2.17;;
5217;43388226778;sigma selection boobies;;8.25;3.89;;
5218;43388335494;sigma tippet spool holder;10.000;4.92;1.67;;
5219;788581522011;smith creek blue;;23.25;13.87;127;28
5220;788581522004;smith creek green;1.000;23.25;13.87;127;28
5221;3660124339898;snow lievre noir;;6.08;3.47;22;17
5222;5052076002971;snowbee dpf3;;49.92;29;94;16
5223;5052076002988;snowbee dpf4;2.000;49.92;29;94;16
5224;3660124017291;socle danica;;33.25;18.95;22;17
5225;3660124307415;softaile;;4.92;2.8;22;17
5226;10006795;soie competition ll 0.55;1.000;41.67;25;133;16
5227;3660124331397;soie condor dt flottante 4F 30m;1.000;24.92;13.46;22;16
5228;3660124331403;soie condor dt flottante 5F 30m;;24.92;12.95;22;16
5229;3660124331496;soie condor WF5/6 S3;;24.92;13.46;22;16
5230;10007907;soie dt3 f lt olive;3.000;37.42;18.75;133;16
5231;10007501;soie dt4 f lt olive;4.000;37.42;22.5;133;16
5232;3660124370860;soie idole WF 4F;1.000;41.58;24.95;22;16
5233;3660124370877;soie idole WF 5F;;41.58;24.95;22;16
5234;3660124370891;soie idole WF7F;;41.58;23.7;22;16
5235;3660124338464;soie jmc condor pointe plongeante 7/8;1.000;24.92;13.46;22;16
5236;3660124331427;soie jmc condor WF 4F;1.000;24.92;14.2;22;16
5237;3660124331434;soie jmc condor WF 5F;;24.92;14.2;22;16
5238;3660124331441;soie jmc condor WF 6F;;24.92;14.2;22;16
5239;3660124331458;soie jmc condor wf flottante 7f;;24.92;13.46;22;16
5240;3660124353054;soie jmc symbol dt +4 f orange fluo;;62.42;35.58;22;16
5241;3660124329318;soie jmc symbol olive r2t 4f;;58.25;33.2;22;16
5242;10007679;soie parallele 3;;41.58;24.9;137;16
5243;10007686;soie parallele 4;1.000;41.58;24.95;137;16
5244;10007662;soie parallele compet miel 30m;;66.58;39.95;137;16
5245;43388422354;soie platinium extreme flyline WF6T5 sink;;41.58;21.63;109;16
5246;3660124383129;soie visiolight vl-0-f;1.000;41.58;23.7;22;16
5247;3660124383143;soie visiolight VL-2-F;1.000;41.58;23.7;22;16
5248;10006771;soie wf3f;2.000;37.42;18.75;133;16
5249;10006788;soie wf4f;2.000;37.42;18.75;133;16
5250;10007891;soie wf5f;1.000;37.42;18.75;133;16
5251;728392758131;solarez formule ultra mince;;20.75;14.5;137;17
5252;10006702;spectra dubbing;8.000;2.29;1.15;133;17
5253;10008355;spectra dubbing box;3.000;15;7.02;130;17
5254;3660124011305;spinner tails n 8 marron clair;;5;2.85;22;17
5255;3660124359698;spirale indicator bicolore;2.000;8.33;4.75;22;17
5256;3700087118663;spray flottant pour mouche;;10.63;5.72;84;28
5257;10006733;squirel dubbing;11.000;3.92;1.95;133;17
5258;10006313;squirmy worms;16.000;3.25;1;130;17
5259;10008591;squirrel strips naturel;2.000;4.08;2.38;127;17
5260;10008560;squirrel strips noir;;4.08;2.38;127;17
5261;10008577;squirrel strips olive;2.000;4.08;2.38;127;17
5262;10008584;squirrel strips orange;2.000;4.08;2.38;127;17
5263;3660124017796;stack clamp egaliseur;;58.25;33.2;22;17
5264;43388422125;stealth flyline WF3 float;;37.42;19.45;;
5265;43388422132;stealth flyline WF4 float;;37.42;19.45;;
5266;43388422163;stealth flyline WF7 float;;37.42;19.45;;
5267;4044641149861;steelpower box with 2 side;2.000;58.25;29.95;;
5268;3660124371331;straggle chenille assortiment uv naturel;1.000;8.25;4.7;22;17
5269;3660124371317;straggle chenille assortiment uv standard;1.000;8.25;4.7;22;17
5270;3660124335180;substitut de condor beige;1.000;3.08;1.48;22;17
5271;3700087119950;substitut de condor brun rouille;5.000;1.75;0.95;84;17
5272;3660124335203;substitut de condor insect;1.000;3.08;1.48;22;17
5273;3660124335197;substitut de condor jaune;;3.08;1.48;22;17
5274;3700087119905;substitut de condor large noir;2.000;1.75;0.95;84;17
5275;3660124335159;substitut de condor noir;;3.08;1.67;22;17
5276;3700087119899;substitut de condor nrun foncé;5.000;1.75;0.95;84;17
5277;3660124335210;substitut de condor olive;;3.08;1.76;22;17
5278;3700087119936;substitut de condor olive foncé;5.000;1.75;0.95;84;17
5279;3660124335234;substitut der condor march brown;;3.08;1.48;22;17
5280;3660124371300;super chenille assortiment naturel;;8.25;4.7;22;17
5281;3660124371287;super chenille assortiment standard;;8.25;4.7;22;17
5282;10005491;support flacon;3.000;5.21;2.8;127;28
5283;3660124321022;swim hair blanc;2.000;5.83;3.33;22;17
5284;3660124321039;swim hair chartreuse;2.000;5.83;3.33;22;17
5285;3660124321015;swim hair noir;1.000;5.83;3.33;22;17
5286;10006757;synthetic quills;12.000;3.83;1.9;133;17
5287;4044641095441;tapered leader 9FT 0.127mm;;3.25;1.58;;
5288;4044641095458;tapered leader 9FT 0.15mm;8.000;3.25;1.58;;
5289;4044641095465;tapered leader 9FT 0.18mm;10.000;3.25;1.58;;
5290;4044641095472;tapered leader 9FT 0.20mm;10.000;3.25;1.58;;
5291;4044641095489;tapered leader 9FT 0.229mm;;3.25;1.58;;
5292;3660124353481;tapis de shooting jmc;;24.92;14.2;22;28
5293;3660124034649;tete detau;;33.25;18.95;22;17
5294;3660124290557;thermometre tube;1.000;8.25;4.7;22;28
5295;3660124343666;tinsel fin glace;1.000;3.75;2.14;N/A;17
5296;3660124335012;tinsel fin perle;1.000;3.75;2.14;22;17
5297;3660124314321;tinsel holographique bleu;1.000;3.75;2.13;22;17
5298;3660124346452;tinsel holographique jaune;;3.75;2.14;22;17
5299;3660124314345;tinsel holographique rouge;2.000;3.75;2.13;22;17
5300;3660124314338;tinsel holographique vert;;3.75;2.14;22;17
5301;3660124335029;tinsel large perle;;3.83;2.19;22;17
5302;3660124022448;tinsel medium bleu;;3.5;2;22;17
5303;3660124313133;tinsel medium cuivre;;3.75;2.14;22;17
5304;3660124313744;tinsel medium paon;;3.5;2;22;17
5305;3660124022462;tinsel medium rouge;;3.75;2.14;22;17
5306;3660124022455;tinsel medium vert;;3.5;2;22;17
5307;3700087109784;tinsel metallique argent;4.000;4.42;2.49;84;17
5308;3660124022646;tinsel oval medium argent;1.000;4.75;2.71;22;17
5309;3660124022653;tinsel oval medium or;1.000;4.75;2.71;22;17
5310;050-03-140;tippet line plus 5x;3.000;5.83;3.5;133;20
5311;050-03-120;tippet line plus 6x;;5.83;3.5;133;20
5312;050-03-100;tippet line plus 7x;2.000;5.83;3.5;133;20
5313;4930843007903;tmc 100 h 22;;4.83;2.76;22;17
5314;4930843288531;tmc 100sp bl h 14;;6.5;3.7;22;17
5315;4930843210846;tmc 2488 h 18;;5.5;3.14;22;17
5316;4930843210853;tmc 2488 h 20;;5.5;3.14;22;17
5317;4930843210860;tmc 2488 h 22;;5.5;3.14;22;17
5318;4930843210877;tmc 2488 h 24;;5.5;3.14;22;17
5319;4930843010026;tmc 921 h 16;;4.83;2.76;22;17
5320;3660124287052;top float jmc;;8.25;4.7;22;28
5321;3660124365316;torche uv power;;16.58;8.96;22;17
5322;3660124371515;tour de cou black bass;;8.25;0.01;;
5323;3660124371461;tour de cou marlin;;8.25;0.01;;
5324;3660124307002;tube fly 5cm transparent;1.000;6.25;3.56;22;17
5325;3660124322852;tube multi canne jmc express 115cm;;37.42;22.45;22;28
5326;3660124339355;tube multi canne jmc express 90cm;1.000;37.42;22.45;22;28
5327;3660124336613;tungstene body nymphe cuivre T0;2.000;4.92;2.8;22;17
5328;3660124336620;tungstene body nymphe cuivre T1;2.000;4.92;2.8;22;17
5329;3660124336637;tungstene body nymphe cuivre T2;2.000;4.92;2.8;22;17
5330;3660124017680;turbo twister dubbing;2.000;20.75;5.98;22;17
5331;10007112;turkey biot;12.000;1.5;0.53;130;17
5332;3660124035059;twister dubbing;1.000;6.5;3.9;22;17
5333;3660124010438;ultraflash argent;1.000;5.83;3.33;22;17
5334;3660124010476;ultraflash bleu;2.000;5.83;3.33;22;17
5335;3660124010452;ultraflash cuivre;1.000;5.83;3.33;22;17
5336;3660124328571;ultraflash multicolore;2.000;5.83;3.33;22;17
5337;3660124346940;ultraflash perle;;5.83;3.33;22;17
5338;3700087117741;uni cord 12/0;3.000;9.92;5.34;84;17
5339;10007464;uv clear fly finish;1.000;5.42;2.5;130;17
5340;10008362;uv ice dubbing box;2.000;15;7.02;130;17
5341;10009277;uv jelly 15 blushing sunburst;5.000;4.08;1.7;145;17
5342;10009284;uv jelly 15 fire coral;5.000;4.08;1.7;145;17
5343;10009260;uv jelly 15 fl milk;10.000;4.08;1.7;145;17
5344;10009291;uv jelly 15 hulk;5.000;4.08;1.7;145;17
5345;3660124335975;uv pox mdc;;16.58;9.45;22;17
5346;4513498057143;varivas fluro 4x 0.165mm;4.000;9.08;4.96;127;21
5347;4513498057150;varivas fluro 5x 0.148mm;1.000;9.08;4.96;127;21
5348;4513498057167;varivas fluro 6x 0.128mm;;9.08;4.96;127;21
5349;4513498057174;varivas fluro 7x 0.104mm;3.000;9.08;4.96;127;21
5350;4513498057181;varivas fluro 8x 0.090mm;5.000;9.08;4.96;127;21
5351;4513498057198;varivas fluro 9x 0.074mm;4.000;9.08;4.96;127;21
5352;3660124018151;vernis rapide clair;3.000;3.25;1.8;22;17
5353;3660124018175;vernis rapide noir;2.000;3.75;2.14;22;17
5354;3660124377005;vernis reflectuv;2.000;8.25;4.71;22;17
5355;3660124383198;visiere jmc;2.000;16.58;8.96;22;27
5356;3660124325006;visiere jmc dock grise;;16.58;8.96;22;27
5357;8030205001085;vivarelli spool;;67.5;45;;
5358;28632689196;waders aesis sonic digi T L;1.000;324.17;168.56;136;24,45
5359;28632689189;waders aesis sonic digi T M;;324.17;168.56;136;24,45
5360;28632689172;waders aesis sonic digi T S;;324.17;168.56;136;24,45
5361;28632689202;waders aesis sonic digit T XL;;324.17;168.56;136;24,45
5362;28632689066;waders aesis sonic T L;1.000;324.17;168.56;136;24,45
5363;28632689141;waders aesis sonic T LT;1.000;324.17;168.56;136;24,45
5364;28632689059;waders aesis sonic T M;;324.17;168.56;136;24,45
5365;28632689134;waders aesis sonic T MT;;324.17;168.56;136;24,45
5366;28632689042;waders aesis sonic T S;;324.17;168.56;136;24,45
5367;28632689073;waders aesis sonic T XL;;324.17;168.56;136;24,45
5368;28632689370;waders H5 T L;;215.83;112.24;136;24,45
5369;28632689363;waders H5 T M;;215.83;112.24;136;24,45
5370;28632689356;waders H5 T S;;215.83;112.24;136;24,45
5371;3660124382405;waders hydrox evolution zip bottes s 39/40;;290.83;157.05;22;24,45
5372;3660124017444;wip finish english;2.000;4.58;2.75;22;17
5373;3660124036469;z lon jmc marron;;6.58;3.75;22;17
5374;3660124036100;z lon jmc noir;;6.33;3.61;22;17
5375;3660124009982;z lon mdc blanc;;6.58;3.75;22;17
5376;3660124296184;zap a gap 7gr avec pinceau;;8.25;4.95;22;17
5377;3660124011374;zing mdc;;4.08;2.33;22;17
5378;MOULINETS;;;;;;
5379;22021604586;358 pro reel mitchell;;74.92;38.45;;
5380;36282934719;abu 506mk2;;99.17;59.15;;
5381;22255188586;aernos 3000sfb;;116.58;59;;
5382;43178097748;AG 5000 AB;;36.67;19.2;;
5383;10004401;ag 5000 as;;41.58;16.3;;
5384;43178097762;AG 6000 AB;;40.83;21;;
5385;22021590179;avocast 7000;;74.92;40.56;;
5386;22021585311;avocast 8000;;83.25;43.16;;
5387;22021604609;avocast fs 2000;;49.92;27.04;;
5388;22021604616;avocast fs 4000;;58.25;29.64;;
5389;22021604623;avocast fs 6000;;74.17;40.04;;
5390;22021604630;avocast fs 7000;;83.25;42.64;;
5391;22021593170;avocet 1000;;29.92;16.22;;
5392;22021593217;avocet 1000 rd;;29.92;16.22;;
5393;22021593187;avocet 2000;;31.58;16.88;;
5394;22021590100;avocet 3 bronze 4000FS;;29.08;12.76;;
5395;22021593224;avocet 4 silver 2000rd;;29.92;16.89;;
5396;22021593194;avocet 4000;;31.58;15.08;;
5397;22021593231;avocet 4000 rd;;31.58;15.08;;
5398;22021593163;avocet 500;;29.08;14.9;;
5399;22021061068;avocet bronze 6000 FS;;33.25;14.08;;
5400;22021623938;avocet RTE 5500FS;;39.92;20.76;;
5401;43178134016;black widow 5000lda;;70.75;40;;
5402;3352210468840;CARP TRIBU 6005 FD;;41.63;19.96;;
5403;22255195607;casitas 151;;99.17;59;;
5404;3352210453594;CTR65G;;53.25;28.1;15;53
5405;43178129845;DF 1000A;;16.58;8;;
5406;43178129869;DF 2500A;;14.92;6.9;;
5407;3352210453587;DTR65G;;95.75;52.56;15;53
5408;43178926697;emcast spoert 5000 A;;79.08;39;;
5409;22255132121;exage 3000 mhsrc doublehandle;;74.92;49.78;;
5410;43178126172;exceler 4000 HA;;91.67;53;;
5411;43178128428;exceller 2000DX;;82.5;43;;
5412;43178128435;exceller 2500 DX;;82.5;43;;
5413;3352210537041;gorbolino mtr 55;;41.58;21.52;15;53
5414;3297830613112;gunki BC 200 ITC;;79.17;35;18;31
5415;3297830610210;gunki bc 200 xd;;95.79;52.25;18;31
5416;3297830610616;gunki bc 2000 hg his;;149.92;89.5;18;31
5417;3297830611095;gunki bcr 400 hd;;115.83;59.9;18;31
5418;3297830611453;gunki fg fv 250;;49.96;23.9;18;31
5419;3297830611460;gunki fg fv 300;;49.92;27.5;18;31
5420;3297830612498;gunki thg fv 1000;;99.17;59.5;18;31
5421;3297830610968;gunki thg fv 1500;1.000;107.5;59.5;18;31
5422;3297830612290;gunki wrc fv 25;;33.25;17.98;18;31
5423;3297830614089;gunki xfg fv 250;1.000;62.46;33.98;18;31
5424;43178938782;legalis 2500sh;;58.25;32;9;31,53
5425;43178939178;legalis 3000sh;;58.25;32;9;31
5426;43178938799;legalis 4000sh;;62.42;34;9;31
5427;4960652990240;liberty club 2000;;37.42;16.4;;
5428;43178131787;luvias 2510PE-H;1.000;332.5;226;9;31,53
5429;22021618354;mag pro r 2000;;70.75;32.6;28;31,53
5430;22021618347;mag pro r 3000;1.000;79.08;34.95;28;31,53
5431;22021618323;mag pro rz 1000;;107.5;57.2;28;31,53
5432;36282334922;maxtoro51 left;2.000;132.5;58.3;2;31
5433;22021608034;micro spin;;41.58;21.17;28;53
5434;43178138960;moulinet 16 em ms 2004CH;;158.25;98;;
5435;4960652870528;moulinet 2012 luvias 2004 h;;290.83;206;9;31
5436;3660393229784;moulinet AG 6000 AS;;41.58;18.9;;
5437;43178926185;moulinet ballistic ex 14 2000 h;;165.83;107;9;31,53
5438;43178144336;moulinet black widow 25 5000A;;57.5;36;;
5439;43178125205;moulinet caldia 14 2508 A;1.000;162.5;122;9;31,53
5440;43178090954;moulinet capricorn 4500j;;149.17;97;;
5441;4960652032773;moulinet crest 2004H;;45.75;26;;
5442;4960652032827;moulinet crest 2508H;;45.75;26;;
5443;43178148297;moulinet crossfire 2000 RB;;33.25;15.6;;
5444;43178148303;moulinet crossfire 2500 RB;;33.25;15.6;;
5445;43178939666;moulinet crossfire 3000 3bi;;38.29;14.9;;
5446;43178148310;moulinet crossfire 3000 RB;;33.25;15.6;;
5447;43178097182;moulinet d turbo 40 u 3 bi;;24.83;13.8;;
5448;43178091302;moulinet emblem spod;;174.17;112;;
5449;43178130377;MOULINET EMBLEM X 5000T BK;;74.58;48;;
